Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA2506,5.0,2.0,1.0,5.0,5.0,30.0,1.0,0.0,2.0,0.0,0.0,15.0,host,gene-PA2506
gene-PA0968,,,,,,338.0,51.0,,45.0,,18.0,142.0,host,gene-PA0968
gene-PA0656,28.0,36.0,21.0,10.0,18.0,162.0,11.0,17.0,15.0,7.0,4.0,135.0,host,gene-PA0656
gene-PA0281,18.0,29.0,38.0,17.0,28.0,261.0,5.0,5.0,31.0,4.0,2.0,234.0,host,cysW
gene-PA2429,16.0,8.0,4.0,9.0,9.0,43.0,1.0,2.0,6.0,0.0,0.0,65.0,host,gene-PA2429
gene-PA5098,18.0,15.0,23.0,22.0,16.0,220.0,3.0,7.0,,2.0,2.0,524.0,host,hutH
gene-PA0469,112.0,98.0,52.0,45.0,37.0,181.0,10.0,11.0,24.0,5.0,6.0,185.0,host,gene-PA0469
gene-PA0086,89.0,92.0,120.0,99.0,156.0,103.0,14.0,35.0,21.0,19.0,14.0,147.0,host,gene-PA0086
gene-PA0654,74.0,121.0,85.0,90.0,134.0,324.0,45.0,62.0,31.0,,23.0,160.0,host,speD
gene-PA1552.1,125.0,194.0,,136.0,255.0,250.0,48.0,,35.0,,,54.0,host,ccoQ1
gene-PA4784,14.0,17.0,37.0,33.0,71.0,148.0,9.0,15.0,12.0,6.0,3.0,162.0,host,gene-PA4784
gene-PA3402,34.0,28.0,25.0,28.0,32.0,120.0,10.0,8.0,16.0,4.0,4.0,267.0,host,gene-PA3402
gene-PA0108,69.0,53.0,65.0,29.0,39.0,274.0,8.0,6.0,20.0,1.0,3.0,162.0,host,coIII
gene-PA5550,59.0,71.0,40.0,39.0,59.0,195.0,31.0,45.0,33.0,25.0,15.0,126.0,host,glmR
gene-PA4957,72.0,75.0,54.0,91.0,134.0,168.0,18.0,18.0,25.0,11.0,9.0,291.0,host,psd
gene-PA5035,215.0,294.0,155.0,173.0,291.0,382.0,20.0,27.0,49.0,19.0,11.0,421.0,host,gltD
gene-PA0410,,,118.0,147.0,284.0,186.0,29.0,44.0,19.0,27.0,10.0,258.0,host,pilI
gene-PA5493,,,245.0,,,,,,67.0,,,329.0,host,polA
gene-PA0526,3.0,6.0,13.0,2.0,2.0,83.0,1.0,0.0,5.0,1.0,1.0,156.0,host,gene-PA0526
gene-PA3066,41.0,20.0,13.0,17.0,44.0,90.0,4.0,8.0,5.0,3.0,2.0,164.0,host,gene-PA3066
gene-PA2488,3.0,5.0,17.0,2.0,4.0,74.0,4.0,0.0,15.0,1.0,0.0,98.0,host,gene-PA2488
gene-PA0311,12.0,12.0,21.0,8.0,19.0,71.0,4.0,3.0,7.0,3.0,0.0,204.0,host,gene-PA0311
gene-PA1440,156.0,119.0,62.0,167.0,209.0,141.0,43.0,54.0,11.0,22.0,18.0,115.0,host,gene-PA1440
gene-PA0812,57.0,44.0,31.0,39.0,76.0,186.0,21.0,34.0,27.0,9.0,7.0,184.0,host,gene-PA0812
gene-PA4945,,,196.0,,,308.0,,,27.0,,,252.0,host,miaA
gene-PA0229,25.0,23.0,66.0,5.0,9.0,369.0,2.0,0.0,54.0,1.0,0.0,414.0,host,pcaT
gene-PA5491,246.0,350.0,80.0,206.0,,152.0,,,25.0,,,127.0,host,gene-PA5491
gene-PA2736,55.0,115.0,44.0,27.0,57.0,100.0,6.0,10.0,8.0,5.0,3.0,71.0,host,gene-PA2736
gene-PA3569,,,117.0,,,107.0,24.0,13.0,10.0,7.0,4.0,122.0,host,mmsB
gene-PA2406,52.0,61.0,12.0,55.0,75.0,38.0,2.0,5.0,6.0,3.0,0.0,103.0,host,gene-PA2406
gene-PA3812,,,89.0,,,175.0,,,12.0,,22.0,60.0,host,iscA
gene-PA4731,11.0,22.0,10.0,10.0,22.0,105.0,5.0,12.0,16.0,8.0,3.0,68.0,host,panD
gene-PA0252,10.0,17.0,36.0,16.0,31.0,109.0,2.0,8.0,18.0,3.0,0.0,79.0,host,gene-PA0252
gene-PA2780,15.0,23.0,17.0,12.0,10.0,103.0,2.0,3.0,10.0,1.0,1.0,90.0,host,gene-PA2780
gene-PA0148,36.0,35.0,52.0,40.0,69.0,247.0,7.0,8.0,21.0,5.0,5.0,264.0,host,gene-PA0148
gene-PA0278,17.0,4.0,16.0,2.0,7.0,90.0,1.0,2.0,17.0,0.0,1.0,208.0,host,gene-PA0278
gene-PA1697,171.0,62.0,19.0,68.0,39.0,133.0,42.0,21.0,13.0,6.0,16.0,206.0,host,gene-PA1697
gene-PA3133,20.0,10.0,16.0,4.0,8.0,205.0,1.0,2.0,18.0,6.0,1.0,128.0,host,gene-PA3133
gene-PA2107,6.0,6.0,4.0,3.0,7.0,22.0,1.0,1.0,4.0,0.0,0.0,28.0,host,gene-PA2107
gene-PA3615,263.0,163.0,167.0,100.0,167.0,198.0,15.0,16.0,22.0,4.0,11.0,221.0,host,gene-PA3615
gene-PA2802,107.0,64.0,23.0,40.0,74.0,128.0,9.0,12.0,11.0,8.0,16.0,140.0,host,gene-PA2802
gene-PA3919,163.0,98.0,,31.0,37.0,,12.0,6.0,,5.0,4.0,212.0,host,gene-PA3919
gene-PA0781,12.0,7.0,,11.0,14.0,489.0,2.0,1.0,,1.0,2.0,,host,gene-PA0781
gene-PA5188,32.0,22.0,21.0,14.0,10.0,208.0,3.0,3.0,,3.0,2.0,284.0,host,gene-PA5188
gene-PA1534,156.0,130.0,61.0,177.0,245.0,155.0,19.0,23.0,18.0,8.0,10.0,174.0,host,recR
gene-PA2062,15.0,10.0,13.0,0.0,6.0,76.0,1.0,0.0,8.0,1.0,0.0,128.0,host,gene-PA2062
gene-PA4939,,,171.0,,,366.0,,,35.0,,,224.0,host,gene-PA4939
gene-PA3728,,,,,,,,,,,,,host,gene-PA3728
gene-PA4164,39.0,24.0,16.0,30.0,29.0,54.0,4.0,10.0,6.0,3.0,1.0,178.0,host,gene-PA4164
gene-PA5079,199.0,117.0,51.0,26.0,61.0,,3.0,9.0,9.0,10.0,4.0,196.0,host,gene-PA5079
gene-PA1045,129.0,122.0,87.0,108.0,154.0,293.0,23.0,33.0,58.0,19.0,7.0,476.0,host,gene-PA1045
gene-PA4402,,,154.0,,,300.0,,,35.0,,,239.0,host,argJ
gene-PA0839,9.0,15.0,21.0,9.0,20.0,102.0,1.0,2.0,9.0,2.0,1.0,112.0,host,gene-PA0839
gene-PA0320,11.0,17.0,32.0,4.0,10.0,152.0,4.0,4.0,21.0,1.0,1.0,61.0,host,gene-PA0320
gene-PA0367,88.0,76.0,57.0,19.0,64.0,217.0,5.0,7.0,21.0,3.0,4.0,193.0,host,gene-PA0367
gene-PA1671,23.0,24.0,13.0,16.0,23.0,87.0,1.0,4.0,2.0,3.0,2.0,127.0,host,stk1
gene-PA4798,83.0,58.0,68.0,37.0,38.0,353.0,12.0,19.0,59.0,8.0,7.0,411.0,host,gene-PA4798
gene-PA5003,246.0,253.0,61.0,,,196.0,48.0,46.0,19.0,23.0,16.0,245.0,host,gene-PA5003
gene-PA2888,26.0,22.0,22.0,11.0,17.0,179.0,3.0,1.0,18.0,2.0,4.0,393.0,host,atuC
gene-PA2887,4.0,11.0,23.0,9.0,4.0,143.0,3.0,4.0,14.0,1.0,1.0,349.0,host,atuB
gene-PA2273,37.0,18.0,11.0,25.0,15.0,88.0,1.0,10.0,9.0,2.0,2.0,88.0,host,soxR
gene-PA1053,99.0,114.0,64.0,93.0,130.0,99.0,,52.0,10.0,22.0,,57.0,host,gene-PA1053
gene-PA4608,136.0,152.0,40.0,56.0,101.0,75.0,6.0,15.0,15.0,10.0,6.0,102.0,host,gene-PA4608
gene-PA3998,252.0,253.0,127.0,208.0,288.0,97.0,40.0,41.0,11.0,14.0,22.0,40.0,host,gene-PA3998
gene-PA4533,119.0,99.0,45.0,40.0,73.0,130.0,13.0,18.0,4.0,8.0,8.0,133.0,host,gene-PA4533
gene-PA5314,45.0,40.0,37.0,69.0,67.0,105.0,11.0,13.0,,10.0,2.0,58.0,host,gene-PA5314
gene-PA2173,3.0,3.0,2.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0,34.0,host,gene-PA2173
gene-PA0946,140.0,113.0,33.0,68.0,87.0,158.0,13.0,14.0,34.0,6.0,3.0,267.0,host,gene-PA0946
gene-PA2204,37.0,33.0,90.0,180.0,224.0,225.0,11.0,23.0,24.0,5.0,6.0,109.0,host,gene-PA2204
gene-PA1079,250.0,258.0,175.0,246.0,260.0,141.0,19.0,13.0,19.0,3.0,11.0,47.0,host,flgD
gene-PA3437,28.0,34.0,16.0,13.0,22.0,114.0,2.0,6.0,13.0,4.0,4.0,150.0,host,folM
gene-PA3985,72.0,64.0,19.0,38.0,53.0,84.0,9.0,3.0,55.0,5.0,5.0,136.0,host,gene-PA3985
gene-PA4255,,,,,,,,,,,,184.0,host,rpmC
gene-PA4124,11.0,14.0,,9.0,14.0,174.0,1.0,5.0,,3.0,1.0,,host,hpcB
gene-PA0690,306.0,285.0,,148.0,262.0,,,70.0,,,,,host,gene-PA0690
gene-PA3394,4.0,2.0,5.0,2.0,5.0,55.0,3.0,2.0,14.0,0.0,0.0,90.0,host,nosF
gene-PA3853,92.0,85.0,23.0,49.0,111.0,154.0,14.0,13.0,11.0,4.0,8.0,150.0,host,gene-PA3853
gene-PA4047,57.0,71.0,37.0,67.0,100.0,179.0,17.0,32.0,13.0,12.0,5.0,184.0,host,ribA
gene-PA3945,59.0,53.0,55.0,37.0,55.0,137.0,8.0,8.0,16.0,3.0,3.0,134.0,host,gene-PA3945
gene-PA4832,19.0,8.0,23.0,6.0,6.0,154.0,1.0,1.0,13.0,0.0,1.0,292.0,host,gene-PA4832
gene-PA4347,23.0,31.0,31.0,12.0,20.0,,6.0,7.0,20.0,2.0,1.0,212.0,host,gene-PA4347
gene-PA3324,20.0,19.0,30.0,11.0,40.0,227.0,5.0,5.0,36.0,1.0,0.0,456.0,host,gene-PA3324
gene-PA2532,,332.0,38.0,,335.0,87.0,53.0,49.0,9.0,18.0,16.0,100.0,host,tpx
gene-PA1713,,,183.0,,,338.0,,,46.0,,,140.0,host,exsA
gene-PA1506,72.0,42.0,17.0,21.0,50.0,54.0,6.0,2.0,7.0,1.0,2.0,69.0,host,gene-PA1506
gene-PA3162,,,,,,,,,,,,,host,rpsA
gene-PA1245,,,163.0,,,215.0,,,20.0,,27.0,259.0,host,gene-PA1245
gene-PA2761,75.0,60.0,47.0,30.0,40.0,227.0,6.0,19.0,26.0,6.0,3.0,110.0,host,gene-PA2761
gene-PA3754,71.0,100.0,48.0,26.0,59.0,175.0,7.0,5.0,17.0,3.0,1.0,97.0,host,gene-PA3754
gene-PA0248,37.0,36.0,24.0,17.0,18.0,156.0,3.0,5.0,23.0,0.0,3.0,117.0,host,gene-PA0248
gene-PA4978,59.0,78.0,116.0,49.0,118.0,246.0,2.0,13.0,32.0,3.0,3.0,350.0,host,gene-PA4978
gene-PA0704,39.0,24.0,31.0,24.0,39.0,146.0,5.0,7.0,,4.0,3.0,,host,gene-PA0704
gene-PA3243,131.0,120.0,37.0,47.0,55.0,120.0,21.0,15.0,15.0,6.0,5.0,196.0,host,minC
gene-PA4524.1,,,,,,426.0,,,55.0,,,39.0,host,gene-PA4524.1
gene-PA2648,24.0,40.0,65.0,49.0,46.0,294.0,11.0,13.0,27.0,25.0,10.0,259.0,host,nuoM
gene-PA3965,34.0,40.0,,19.0,27.0,140.0,7.0,5.0,11.0,3.0,3.0,93.0,host,gene-PA3965
gene-PA0421,265.0,250.0,71.0,99.0,127.0,314.0,42.0,54.0,47.0,29.0,23.0,381.0,host,gene-PA0421
gene-PA1848,14.0,7.0,8.0,16.0,22.0,56.0,2.0,2.0,10.0,4.0,3.0,106.0,host,gene-PA1848
gene-PA4979,71.0,76.0,52.0,32.0,57.0,237.0,4.0,6.0,34.0,0.0,3.0,303.0,host,gene-PA4979
gene-PA1498,7.0,5.0,18.0,8.0,3.0,155.0,2.0,3.0,23.0,2.0,1.0,405.0,host,pykF
gene-PA0394,106.0,138.0,60.0,55.0,79.0,105.0,25.0,27.0,15.0,7.0,14.0,174.0,host,gene-PA0394
gene-PA1734,32.0,26.0,18.0,9.0,21.0,101.0,2.0,5.0,16.0,0.0,2.0,210.0,host,gene-PA1734
gene-PA2824,179.0,246.0,63.0,118.0,152.0,224.0,18.0,29.0,35.0,12.0,12.0,193.0,host,gene-PA2824
gene-PA4741,,,,,,,,,,,,348.0,host,rpsO
gene-PA0706,74.0,142.0,60.0,65.0,160.0,167.0,26.0,38.0,43.0,22.0,9.0,76.0,host,cat
gene-PA3354,170.0,69.0,23.0,51.0,74.0,77.0,17.0,14.0,10.0,10.0,4.0,102.0,host,gene-PA3354
gene-PA3037,34.0,20.0,19.0,8.0,12.0,108.0,4.0,2.0,17.0,4.0,2.0,342.0,host,gene-PA3037
gene-PA0555,167.0,231.0,151.0,223.0,265.0,367.0,48.0,56.0,43.0,,21.0,114.0,host,fda
gene-PA1086,262.0,226.0,166.0,,367.0,450.0,57.0,32.0,32.0,15.0,20.0,495.0,host,flgK
gene-PA4716,80.0,74.0,26.0,25.0,44.0,160.0,5.0,4.0,14.0,1.0,1.0,249.0,host,gene-PA4716
gene-PA1910,68.0,78.0,43.0,34.0,42.0,257.0,5.0,5.0,31.0,1.0,3.0,505.0,host,femA
gene-PA4744,,,,,,,,,,,,,host,infB
gene-PA0843,5.0,2.0,13.0,1.0,6.0,145.0,2.0,2.0,16.0,1.0,1.0,106.0,host,plcR
gene-PA0162,18.0,21.0,96.0,24.0,30.0,441.0,5.0,3.0,28.0,5.0,3.0,404.0,host,opdC
gene-PA5402,35.0,46.0,35.0,11.0,21.0,209.0,6.0,12.0,23.0,3.0,5.0,265.0,host,gene-PA5402
gene-PA3660,65.0,45.0,51.0,26.0,32.0,247.0,7.0,8.0,42.0,6.0,8.0,348.0,host,gene-PA3660
gene-PA0097,43.0,26.0,44.0,20.0,38.0,147.0,9.0,8.0,34.0,2.0,2.0,199.0,host,gene-PA0097
gene-PA2814,12.0,15.0,18.0,4.0,12.0,110.0,3.0,3.0,14.0,0.0,1.0,144.0,host,gene-PA2814
gene-PA4377,64.0,67.0,14.0,27.0,57.0,70.0,7.0,7.0,11.0,2.0,0.0,101.0,host,gene-PA4377
gene-PA1788,46.0,62.0,36.0,37.0,49.0,65.0,11.0,12.0,6.0,3.0,4.0,33.0,host,gene-PA1788
gene-PA2370,17.0,13.0,3.0,24.0,14.0,52.0,3.0,4.0,5.0,1.0,3.0,66.0,host,gene-PA2370
gene-PA4395,280.0,313.0,184.0,,353.0,302.0,,,,,,67.0,host,gene-PA4395
gene-PA4065,30.0,32.0,33.0,29.0,29.0,282.0,2.0,3.0,28.0,4.0,4.0,265.0,host,gene-PA4065
gene-PA5012,176.0,152.0,52.0,182.0,260.0,193.0,29.0,40.0,15.0,23.0,20.0,376.0,host,waaF
gene-PA0930,298.0,272.0,,33.0,40.0,198.0,6.0,8.0,17.0,7.0,2.0,356.0,host,gene-PA0930
gene-PA2466,95.0,99.0,44.0,49.0,46.0,301.0,8.0,4.0,38.0,2.0,5.0,343.0,host,foxA
gene-PPLUZ19_gp45,0.0,0.0,0.0,146.0,248.0,,27.0,,,,,,phage,gp45
gene-PA4296,123.0,112.0,116.0,88.0,112.0,206.0,31.0,32.0,28.0,29.0,27.0,200.0,host,pprB
gene-PA1112,125.0,135.0,52.0,57.0,75.0,239.0,20.0,8.0,26.0,8.0,9.0,422.0,host,gene-PA1112
gene-PA2622,294.0,,203.0,138.0,253.0,210.0,33.0,55.0,24.0,,25.0,91.0,host,cspD
gene-PA1914,20.0,21.0,37.0,4.0,16.0,213.0,3.0,2.0,36.0,3.0,0.0,235.0,host,gene-PA1914
gene-PA0094,17.0,9.0,21.0,5.0,10.0,110.0,6.0,7.0,14.0,3.0,5.0,165.0,host,gene-PA0094
gene-PA2699,17.0,8.0,28.0,8.0,12.0,269.0,1.0,2.0,26.0,0.0,2.0,344.0,host,gene-PA2699
gene-PA1414,33.0,26.0,177.0,18.0,12.0,118.0,6.0,4.0,10.0,0.0,0.0,110.0,host,gene-PA1414
gene-PA2272,97.0,61.0,42.0,43.0,51.0,293.0,6.0,8.0,45.0,6.0,3.0,196.0,host,pbpC
gene-PA3318,13.0,19.0,14.0,10.0,11.0,104.0,0.0,3.0,15.0,0.0,1.0,216.0,host,gene-PA3318
gene-PA0904,,,,,,376.0,,,,,,56.0,host,lysC
gene-PA5281,29.0,24.0,37.0,9.0,23.0,,2.0,6.0,32.0,1.0,0.0,315.0,host,gene-PA5281
gene-PA4714,210.0,245.0,59.0,73.0,138.0,133.0,12.0,20.0,11.0,15.0,13.0,248.0,host,gene-PA4714
gene-PA1771,32.0,55.0,24.0,76.0,99.0,146.0,21.0,23.0,20.0,11.0,9.0,199.0,host,estX
gene-PA3675,58.0,78.0,47.0,70.0,90.0,218.0,18.0,13.0,14.0,10.0,7.0,422.0,host,gene-PA3675
gene-PA5118,144.0,245.0,,,,476.0,,,,,,,host,thiI
gene-PA3160,253.0,,,133.0,282.0,,32.0,50.0,,37.0,12.0,529.0,host,wzz
gene-PA3613,50.0,46.0,,33.0,52.0,356.0,9.0,15.0,38.0,7.0,3.0,,host,gene-PA3613
gene-PA1093,,,,,,181.0,,,6.0,31.0,,49.0,host,gene-PA1093
gene-PA3121,64.0,61.0,63.0,25.0,38.0,252.0,7.0,3.0,31.0,3.0,4.0,,host,leuC
gene-PA5482,39.0,21.0,14.0,10.0,15.0,88.0,5.0,5.0,12.0,4.0,3.0,69.0,host,gene-PA5482
gene-PA4738,223.0,139.0,30.0,124.0,128.0,81.0,29.0,41.0,8.0,22.0,6.0,49.0,host,gene-PA4738
gene-PA4118,41.0,54.0,19.0,24.0,59.0,294.0,11.0,10.0,24.0,5.0,3.0,175.0,host,gene-PA4118
gene-PA3277,75.0,56.0,62.0,66.0,88.0,125.0,7.0,9.0,19.0,3.0,5.0,79.0,host,gene-PA3277
gene-PA3406,141.0,42.0,22.0,174.0,90.0,128.0,22.0,9.0,15.0,1.0,4.0,230.0,host,hasD
gene-PA0130,54.0,31.0,83.0,47.0,64.0,468.0,7.0,8.0,56.0,5.0,7.0,467.0,host,gene-PA0130
gene-PA1692,17.0,7.0,7.0,17.0,16.0,69.0,7.0,5.0,4.0,2.0,5.0,38.0,host,gene-PA1692
gene-PA4167,11.0,11.0,81.0,5.0,5.0,313.0,1.0,2.0,,0.0,0.0,268.0,host,gene-PA4167
gene-PA3642,173.0,129.0,48.0,190.0,297.0,162.0,37.0,35.0,15.0,22.0,13.0,196.0,host,rnhB
gene-PA3332,4.0,25.0,41.0,1.0,28.0,106.0,0.0,9.0,14.0,1.0,0.0,99.0,host,gene-PA3332
gene-PA5136,115.0,158.0,81.0,55.0,115.0,302.0,27.0,30.0,,18.0,10.0,542.0,host,gene-PA5136
gene-PA3939,9.0,5.0,19.0,3.0,10.0,154.0,1.0,2.0,14.0,1.0,0.0,199.0,host,gene-PA3939
gene-PA1424a,14.0,11.0,8.0,6.0,9.0,63.0,3.0,1.0,2.0,1.0,0.0,64.0,host,gene-PA1424a
gene-PA3609,11.0,8.0,25.0,5.0,10.0,189.0,1.0,0.0,11.0,9.0,1.0,222.0,host,potC
gene-PA4374,75.0,83.0,43.0,27.0,50.0,,11.0,6.0,27.0,5.0,4.0,216.0,host,gene-PA4374
gene-PA5241,,,,,,377.0,,,,,,210.0,host,ppx
gene-PA2913,8.0,6.0,9.0,6.0,9.0,60.0,3.0,2.0,18.0,0.0,0.0,151.0,host,gene-PA2913
gene-PA3930,92.0,163.0,102.0,73.0,204.0,268.0,52.0,36.0,37.0,,,324.0,host,cioA
gene-PA2823,221.0,223.0,55.0,110.0,148.0,124.0,24.0,17.0,31.0,15.0,10.0,125.0,host,gene-PA2823
gene-PPLUZ19_gp10,4.0,0.0,52.0,,,,,,,,,,phage,gp10
gene-PA3477,,,200.0,200.0,,265.0,53.0,,32.0,37.0,22.0,129.0,host,rhlR
gene-PA0635,104.0,131.0,36.0,79.0,148.0,102.0,,,25.0,,,78.0,host,gene-PA0635
gene-PA1684,72.0,81.0,33.0,66.0,94.0,92.0,17.0,13.0,10.0,15.0,9.0,129.0,host,gene-PA1684
gene-PA2832,154.0,91.0,32.0,41.0,45.0,112.0,6.0,9.0,17.0,2.0,4.0,109.0,host,tpm
gene-PA1808,45.0,45.0,35.0,38.0,44.0,141.0,12.0,7.0,37.0,13.0,13.0,90.0,host,gene-PA1808
gene-PA1463,258.0,256.0,71.0,177.0,259.0,109.0,29.0,23.0,8.0,9.0,14.0,140.0,host,gene-PA1463
gene-PA1683,66.0,68.0,30.0,82.0,101.0,116.0,19.0,21.0,9.0,14.0,3.0,138.0,host,gene-PA1683
gene-PA1411,12.0,15.0,23.0,12.0,20.0,118.0,4.0,8.0,17.0,1.0,2.0,144.0,host,gene-PA1411
gene-PA5420,19.0,15.0,60.0,17.0,8.0,322.0,3.0,1.0,28.0,3.0,0.0,289.0,host,purU2
gene-PA1714,,,77.0,,,191.0,,,23.0,36.0,,180.0,host,exsD
gene-PA5371,102.0,78.0,29.0,55.0,74.0,148.0,23.0,33.0,14.0,15.0,10.0,132.0,host,gene-PA5371
gene-PA3752,38.0,37.0,29.0,26.0,27.0,62.0,1.0,3.0,14.0,1.0,1.0,86.0,host,gene-PA3752
gene-PA4237,,,,,,,,,,,,161.0,host,rplQ
gene-PA2571,155.0,136.0,56.0,53.0,95.0,201.0,16.0,12.0,42.0,9.0,1.0,113.0,host,gene-PA2571
gene-PA2192,3.0,4.0,12.0,0.0,1.0,46.0,0.0,1.0,6.0,3.0,0.0,45.0,host,gene-PA2192
gene-PA5001,,,,,,,,,44.0,,23.0,159.0,host,gene-PA5001
gene-PA3113,,,82.0,241.0,,147.0,58.0,55.0,19.0,25.0,14.0,252.0,host,trpF
gene-PA2931,31.0,16.0,12.0,9.0,10.0,94.0,1.0,5.0,4.0,5.0,2.0,121.0,host,cifR
gene-PA2966,,,,,,,,,,,,184.0,host,acpP
gene-PA4276.1,242.0,,43.0,,,110.0,,,17.0,,,52.0,host,gene-PA4276.1
gene-PA4937.2,97.0,283.0,,121.0,255.0,,,,,,,342.0,host,gene-PA4937.2
gene-PA1266,3.0,2.0,4.0,1.0,2.0,40.0,1.0,1.0,8.0,1.0,1.0,56.0,host,gene-PA1266
gene-PA4173,1.0,0.0,,3.0,1.0,93.0,0.0,1.0,17.0,0.0,0.0,193.0,host,gene-PA4173
gene-PA4258,,,,,,,,,,,,,host,rplV
gene-PA1219,2.0,3.0,10.0,2.0,2.0,44.0,1.0,0.0,8.0,1.0,1.0,92.0,host,gene-PA1219
gene-PA2683,39.0,30.0,27.0,29.0,35.0,95.0,4.0,9.0,7.0,7.0,5.0,197.0,host,gene-PA2683
gene-PA1172,11.0,13.0,22.0,30.0,39.0,120.0,4.0,8.0,13.0,4.0,2.0,93.0,host,napC
gene-PA2848,2.0,0.0,20.0,2.0,3.0,124.0,4.0,0.0,9.0,2.0,0.0,170.0,host,gene-PA2848
gene-PA3884,0.0,4.0,10.0,3.0,0.0,50.0,0.0,1.0,7.0,0.0,1.0,23.0,host,gene-PA3884
gene-PA5296,175.0,220.0,,158.0,256.0,,34.0,60.0,,29.0,20.0,,host,rep
gene-PA4461,210.0,234.0,124.0,204.0,289.0,235.0,43.0,,33.0,,27.0,89.0,host,gene-PA4461
gene-PA3184,119.0,125.0,49.0,120.0,342.0,164.0,21.0,38.0,20.0,23.0,24.0,142.0,host,gene-PA3184
gene-PA4602,113.0,159.0,,184.0,314.0,,,,,,,481.0,host,glyA3
gene-PA4369,47.0,39.0,22.0,15.0,15.0,74.0,2.0,6.0,10.0,2.0,2.0,60.0,host,gene-PA4369
gene-PA3289,28.0,18.0,7.0,17.0,26.0,61.0,3.0,1.0,7.0,3.0,1.0,133.0,host,gene-PA3289
gene-PA2621,,,,,,275.0,,,39.0,26.0,,84.0,host,gene-PA2621
gene-PA1673,32.0,56.0,,19.0,34.0,127.0,7.0,8.0,8.0,2.0,2.0,34.0,host,gene-PA1673
gene-PA0903,,,,,,480.0,,,,,,219.0,host,alaS
gene-PA4762,49.0,38.0,,28.0,46.0,189.0,10.0,13.0,19.0,9.0,10.0,136.0,host,grpE
gene-PA1792,137.0,124.0,66.0,135.0,143.0,163.0,25.0,31.0,17.0,11.0,6.0,132.0,host,gene-PA1792
gene-PA5551,118.0,112.0,65.0,54.0,94.0,150.0,10.0,23.0,34.0,6.0,9.0,159.0,host,gene-PA5551
gene-PA1081,226.0,164.0,112.0,161.0,153.0,133.0,22.0,6.0,19.0,3.0,5.0,173.0,host,flgF
gene-PA3132,15.0,12.0,21.0,3.0,6.0,83.0,1.0,3.0,18.0,1.0,2.0,127.0,host,gene-PA3132
gene-PA3377,4.0,1.0,21.0,5.0,4.0,162.0,0.0,1.0,22.0,0.0,1.0,268.0,host,gene-PA3377
gene-PA4451,134.0,,105.0,202.0,330.0,260.0,,,35.0,,,48.0,host,gene-PA4451
gene-PA1299,89.0,66.0,14.0,12.0,50.0,110.0,9.0,9.0,3.0,2.0,3.0,79.0,host,gene-PA1299
gene-PA0292,67.0,76.0,81.0,90.0,95.0,204.0,17.0,29.0,29.0,5.0,5.0,215.0,host,aguA
gene-PA0990,25.0,18.0,18.0,6.0,16.0,161.0,4.0,5.0,19.0,2.0,2.0,132.0,host,gene-PA0990
gene-PA1161,68.0,59.0,17.0,59.0,95.0,69.0,18.0,11.0,5.0,4.0,6.0,141.0,host,rrmA
gene-PA4759,73.0,77.0,190.0,36.0,34.0,227.0,13.0,9.0,23.0,12.0,3.0,146.0,host,dapB
gene-PA2711,21.0,14.0,43.0,18.0,27.0,217.0,1.0,1.0,28.0,0.0,3.0,221.0,host,gene-PA2711
gene-PA4410,,,185.0,,,259.0,53.0,59.0,17.0,15.0,12.0,356.0,host,ddlB
gene-PA3044,30.0,25.0,44.0,12.0,25.0,308.0,7.0,9.0,31.0,2.0,0.0,419.0,host,gene-PA3044
gene-PA3133.3,,,69.0,235.0,,,,,53.0,,,93.0,host,gene-PA3133.3
gene-PA0063,48.0,30.0,31.0,16.0,26.0,138.0,5.0,7.0,15.0,4.0,3.0,177.0,host,gene-PA0063
gene-PA1267,1.0,2.0,11.0,2.0,3.0,36.0,0.0,1.0,7.0,0.0,0.0,59.0,host,gene-PA1267
gene-PA1183,21.0,22.0,25.0,208.0,330.0,237.0,15.0,15.0,27.0,5.0,4.0,213.0,host,dctA
gene-PA0483,163.0,115.0,26.0,27.0,51.0,139.0,4.0,7.0,18.0,2.0,0.0,177.0,host,gene-PA0483
gene-PA2112,137.0,15.0,4.0,169.0,109.0,35.0,30.0,17.0,3.0,3.0,3.0,51.0,host,gene-PA2112
gene-PA3388,4.0,4.0,11.0,6.0,9.0,101.0,2.0,1.0,16.0,0.0,2.0,161.0,host,gene-PA3388
gene-PA5047,205.0,154.0,119.0,113.0,186.0,,37.0,45.0,32.0,24.0,19.0,323.0,host,gene-PA5047
gene-PA0289,26.0,37.0,25.0,13.0,15.0,172.0,1.0,3.0,41.0,2.0,1.0,247.0,host,gpuR
gene-PA2685,,,,226.0,348.0,364.0,,,63.0,,,440.0,host,gene-PA2685
gene-PA3076,35.0,34.0,16.0,24.0,49.0,123.0,7.0,9.0,12.0,4.0,7.0,139.0,host,gene-PA3076
gene-PA4865,7.0,3.0,9.0,2.0,3.0,76.0,3.0,1.0,5.0,1.0,0.0,131.0,host,ureA
gene-PA2770,239.0,180.0,35.0,97.0,125.0,113.0,32.0,25.0,11.0,19.0,11.0,120.0,host,gene-PA2770
